"target","id","date","flag","user","text"
"""1556619256""","""Sat Apr 18 23:35:22 PDT 2009""","""NO_QUERY""","""richie_ero""","""@adreyonline not really... """,""
"""1990207584""","""Mon Jun 01 04:12:34 PDT 2009""","""NO_QUERY""","""marthabluesky""","""@ work. can't stop thinking about the weekend. it kinda sucks. but still can't stop hoping. fuck"," i'm going crazy. crazier than before. """
"""1969194799""","""Fri May 29 23:17:35 PDT 2009""","""NO_QUERY""","""glass_pearl""","""@30SECONDSTOMARS mmmm....Guys"," you're at 19627. Have i a bad memory or there were 200 followers more before?? Hope I am wrong! """
"""1966307338""","""Fri May 29 17:31:31 PDT 2009""","""NO_QUERY""","""catchinglights""","""@kupcakes welcome to my life """,""
"""1982811882""","""Sun May 31 11:57:07 PDT 2009""","""NO_QUERY""","""Jenniewrenbird""","""@Claire_Cordon   Will be he same here from Tuesday""",""
"""1980623383""","""Sun May 31 07:14:51 PDT 2009""","""NO_QUERY""","""GrrrlRomeo""","""@wonderwillow Agreed...there's very little buzz about ENDA when I do a Google News search for it. """,""
"""1982014247""","""Sun May 31 10:21:09 PDT 2009""","""NO_QUERY""","""janelle30""","""@Allyeatscat ok. Can't get my socks off.   and circulation real bad. Instant purple when I put my legs on floor. Crawled to bathroom """,""
"""1825883594""","""Sun May 17 07:07:11 PDT 2009""","""NO_QUERY""","""rhysnipplson""","""is watching kathy griffins new special. oh i wanna be a gay comedy symbol """,""
"""1834875335""","""Mon May 18 04:28:56 PDT 2009""","""NO_QUERY""","""amycakes78""","""Well the Celtics are out of the semi's"," was hoping to see them make it """
"""1962952584""","""Fri May 29 11:58:39 PDT 2009""","""NO_QUERY""","""october4040""","""Twitter won't let me update online. My update box won't work. """,""
"""1963423825""","""Fri May 29 12:42:08 PDT 2009""","""NO_QUERY""","""alanslopez""","""just threw up """,""
"""1978659567""","""Sun May 31 00:03:00 PDT 2009""","""NO_QUERY""","""kspies""","""Wait. Wilson leaves? """,""
"""1968019096""","""Fri May 29 20:36:57 PDT 2009""","""NO_QUERY""","""EmilyLesley""","""watching the last episode of Jay Leno """,""
"""1834570574""","""Mon May 18 03:26:22 PDT 2009""","""NO_QUERY""","""Chisstwitt""","""@OriginalTog OMG haven'y re ad a tweet from you in ages Me W. Actually it dropped in temp  &amp; rained here today  Not just Blighty.""",""
"""1970887812""","""Sat May 30 05:33:17 PDT 2009""","""NO_QUERY""","""Jezzy14""","""@ddlovato aww have fun! i wish i was on vacation  can't wait for the album!!""",""
"""1962562765""","""Fri May 29 11:14:22 PDT 2009""","""NO_QUERY""","""2tonetom""","""@brieasaurus i guess your cooler than me"," tony hawk never replied to me """
"""1770606255""","""Mon May 11 21:46:34 PDT 2009""","""NO_QUERY""","""EpicStocks""","""(www.TecNasty.com) MrBigz: Ouch!!! wonder why i sold.  : MrBigz http://bit.ly/dmmbL""",""
"""1971707006""","""Sat May 30 07:43:04 PDT 2009""","""NO_QUERY""","""iheartKayla""","""@gabbydario AY. :| i need to see you soon ! i seriously feel like i haven't seen you in so long """,""
"""1989353237""","""Mon Jun 01 01:13:45 PDT 2009""","""NO_QUERY""","""lisazambrano""","""great..... i just felt a stab of jealousy in my chest"," """
"""1564081166""","""Mon Apr 20 01:40:28 PDT 2009""","""NO_QUERY""","""ashleyluvsjoej""","""yje saddest that i've ever been... cried lots..... """,""
"""1564582607""","""Mon Apr 20 04:08:28 PDT 2009""","""NO_QUERY""","""richardBarley""","""@ownedbyacat Just back to england for the week to work sadly """,""
"""1978885199""","""Sun May 31 00:48:46 PDT 2009""","""NO_QUERY""","""IAMtheTruButter""","""@iamRenesia Hey got an email from Darryl. They r n port so that's y that guy texted u. He couldn't tell me where """,""
"""1553336407""","""Sat Apr 18 13:59:46 PDT 2009""","""NO_QUERY""","""tararific""",""" No show tonight. Anon Salon has been canceled. What shall I do instead?""",""
"""1468205332""","""Tue Apr 07 00:17:20 PDT 2009""","""NO_QUERY""","""LCornman""","""Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? """,""
"""1793023183""","""Thu May 14 01:04:55 PDT 2009""","""NO_QUERY""","""rifie""","""Lots of pimple in my both cheek..  Is this hormonal because of my 10 weeks pregnancy?""",""
"""1972213874""","""Sat May 30 08:47:41 PDT 2009""","""NO_QUERY""","""cherry_Ade""",""":O can't believe i didn't stay to meet the shanklin freak show thye mailed us saying they wanted to meet us but we were'nt there """,""
"""1826408579""","""Sun May 17 08:26:28 PDT 2009""","""NO_QUERY""","""ComcastMelissa""","""@ComcastBill  can't DM u.""",""
"""1985863614""","""Sun May 31 17:54:59 PDT 2009""","""NO_QUERY""","""StayTrashy""","""So...freaking....tired.... """,""
"""1972240571""","""Sat May 30 08:50:58 PDT 2009""","""NO_QUERY""","""xxsimonex""","""Im so depressed  everyone is out and having fun""",""
"""1966597574""","""Fri May 29 18:03:27 PDT 2009""","""NO_QUERY""","""joeracer""","""@Eris good luck Eris! """,""
"""1980196102""","""Sun May 31 06:00:37 PDT 2009""","""NO_QUERY""","""LittleLiverbird""","""@Jennymac22 I was gonna go protected"," but like the idea of peeps seeing my tweets? May have to resort to that though soon....  """
"""1548746976""","""Fri Apr 17 21:51:05 PDT 2009""","""NO_QUERY""","""bridtaylor""","""Going to sleep-migraine  but The Rez was great! Have fun all you Rez Twitterers! Drive home safe!""",""
"""1752378995""","""Sat May 09 21:45:44 PDT 2009""","""NO_QUERY""","""ambernklhigu""","""I cant find my ipod  nor my pimped out ruler DX""",""
"""1677162802""","""Sat May 02 00:44:08 PDT 2009""","""NO_QUERY""","""southportlush""","""@Rockchic65 loving the Eagles"," haven't heard in ages..........you a bit down hun?   x"""
"""1559220422""","""Sun Apr 19 10:34:41 PDT 2009""","""NO_QUERY""","""Unikornz""","""ughhhh why does my life have to looks like this http://i44.tinypic.com/59vkat.jpg right now. @j_tine   One more exam and one more paperrr""",""
"""1557160766""","""Sun Apr 19 02:22:06 PDT 2009""","""NO_QUERY""","""kittencaboodle""","""@Takhisis_uk aww no"," poor bubba """
"""1969698245""","""Sat May 30 00:54:31 PDT 2009""","""NO_QUERY""","""planetsongbirds""","""This long Pentecost weekend begins very rainy  No chance to get a little bit of sunshine """,""
"""1680272884""","""Sat May 02 11:18:03 PDT 2009""","""NO_QUERY""","""mzsullivan""","""@JTheMachine oh...lol! Its cool. Yeah"," I buy males drinks.   lol!"""
"""1751163999""","""Sat May 09 18:48:58 PDT 2009""","""NO_QUERY""","""iMeanShit""","""My graduation is next saturday and she's worried it won't heal by then. """,""
"""1990015287""","""Mon Jun 01 03:35:43 PDT 2009""","""NO_QUERY""","""boygirlboygirl""","""@suesshirtshop Work """,""
"""1694569477""","""Mon May 04 03:13:00 PDT 2009""","""NO_QUERY""","""olafsearson""","""@nessie111 Haha!! No"," I don't spend hours looking at myself in the mirror. Only just noticed it on the pic! """
"""1932309731""","""Tue May 26 21:13:00 PDT 2009""","""NO_QUERY""","""pYriel""","""Hey @starslip  no fair my chat isnt working   (krisstraub live &gt; http://ustre.am/ZGn)""",""
"""1677833193""","""Sat May 02 04:13:56 PDT 2009""","""NO_QUERY""","""xxsoftkiss07xx""","""Layn n my bed nakey. Ugh! I need 2 hurry up and get my ceiling fans installed. Its hot as hell n my room. Uncomfortable hot 2. """,""
"""1831147992""","""Sun May 17 18:18:30 PDT 2009""","""NO_QUERY""","""DCadeau""","""The Scrubs finale made me cry!! """,""
"""1751773557""","""Sat May 09 20:14:32 PDT 2009""","""NO_QUERY""","""iloveeejonas""","""I so wish i was at Wango Tango. """,""
"""1564384513""","""Mon Apr 20 03:13:52 PDT 2009""","""NO_QUERY""","""_L_H_""","""sat in science"," i hate it  not fair"""
"""1823149109""","""Sat May 16 21:14:01 PDT 2009""","""NO_QUERY""","""JanellyBean""","""gee I'm always tired on the weekend... want to be out with my man but he has to work!  hate being a teenager! haha SOMETIMES!""",""
"""1686728735""","""Sun May 03 06:33:41 PDT 2009""","""NO_QUERY""","""babyele""","""The bigger picture always tend to make one grow up.. much too fast. And im only 25 """,""
"""1988863691""","""Sun May 31 23:35:57 PDT 2009""","""NO_QUERY""","""meganjean""","""Awesome. Sick of falling for guys and them turning out to be jerks. I swear guysd are allergic to me. I must have cooties. """,""
"""1966104179""","""Fri May 29 17:07:55 PDT 2009""","""NO_QUERY""","""rlm1951""","""Working too hard.    At least graduations are over.""",""
"""1687011784""","""Sun May 03 07:30:07 PDT 2009""","""NO_QUERY""","""JillMunn""","""omg it is supposed to rain all day. really? """,""
"""1955879988""","""Thu May 28 20:47:05 PDT 2009""","""NO_QUERY""","""jjchelak""","""@ddlovato DEMIIII YOUR BEST FRIEND SPENT LIKE 3 MONTHS HERE AND YOU DONT EVEN COME?  THIS SUCKS! COME TO VANCOUVER!!!""",""
"""1977246343""","""Sat May 30 20:29:02 PDT 2009""","""NO_QUERY""","""Kerri_L""","""@Diamonds_Pearlz  snuggled up in bed sounds good. Home made chicken soup is g8t for colds &amp; flu... take care and get some sleep. xo""",""
"""1752833222""","""Sat May 09 23:08:48 PDT 2009""","""NO_QUERY""","""Angel2003""","""@RealRobPattz Hi nice guy on 2 legs - yes i have a fantastic morning - couldn't sleep the whole night  - so i'm still awake haha.""",""
"""1468041919""","""Mon Apr 06 23:24:31 PDT 2009""","""NO_QUERY""","""gi_gi_bee""","""@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror"," the horror.  """
"""1469144448""","""Tue Apr 07 05:22:32 PDT 2009""","""NO_QUERY""","""LawrenHeather""","""@KendellRenee I will be down there in 3 weeks... but u will be gone  We need to catch up!""",""
"""1553982579""","""Sat Apr 18 15:44:46 PDT 2009""","""NO_QUERY""","""h2_200161813""","""I just droped my phone and dented it """,""
"""1990470853""","""Mon Jun 01 04:57:37 PDT 2009""","""NO_QUERY""","""MikeySAdams""","""Recovering from my bashing  I hate random bogans.""",""
"""1973810911""","""Sat May 30 11:52:51 PDT 2009""","""NO_QUERY""","""inararadio""","""Stream is now offline """,""
"""1695159287""","""Mon May 04 05:22:45 PDT 2009""","""NO_QUERY""","""reinavalentina""","""I need some coffee. Maybe I should do tea cuz my throat is killing """,""
"""1559636516""","""Sun Apr 19 11:39:39 PDT 2009""","""NO_QUERY""","""jillianhere""","""'theres no hogwarts without you hargrid.' make me cry","oh geez  i love these movies!"""
"""1558156046""","""Sun Apr 19 07:27:36 PDT 2009""","""NO_QUERY""","""mae_0789""","""Dreams + plane crash = nightmare """,""
"""1979840022""","""Sun May 31 04:43:03 PDT 2009""","""NO_QUERY""","""TheJub""","""@valeriegp oh happy birthday!!!! Sorry I was unawares """,""
"""1971714186""","""Sat May 30 07:44:04 PDT 2009""","""NO_QUERY""","""natzini""","""@macaroons aww sweetie  hope u can manage to soothe it a bit""",""
"""1932271650""","""Tue May 26 21:08:43 PDT 2009""","""NO_QUERY""","""corinekimball""","""In other news"," like a jackass I did gardening in a bikini top.  Now I'm still translucent on the front and lobsterized on the back.  Ouch """
"""1686160623""","""Sun May 03 04:04:53 PDT 2009""","""NO_QUERY""","""Omperta""","""Woo for Sunday. uhh for hangovers """,""
"""1559645723""","""Sun Apr 19 11:41:02 PDT 2009""","""NO_QUERY""","""NickJones93""","""not happy about United Result """,""
"""1989214125""","""Mon Jun 01 00:44:22 PDT 2009""","""NO_QUERY""","""NeilFairburn""","""Worn out after my weekend of walking - my feet ache """,""
"""1770994130""","""Mon May 11 22:51:32 PDT 2009""","""NO_QUERY""","""MattDArduini""","""I want pizza"," but no place is open!  """
"""1550935863""","""Sat Apr 18 07:40:56 PDT 2009""","""NO_QUERY""","""inf3ktion""","""@VivaVivien: If they're not showing"," I'll just have to resort to their live ticker. At least it's better than hearing 2nd hand news. """
"""1564960341""","""Mon Apr 20 05:29:21 PDT 2009""","""NO_QUERY""","""ammyranth""","""@katellora your nintendo stuf  trauma centre? i couldnt even be annoyed about staying back late at work cos i was devo for you &lt;3""",""
"""1883259435""","""Fri May 22 08:15:53 PDT 2009""","""NO_QUERY""","""ktlee317""","""late to twitter this morning . ver sad day -must take fat kitty to vet"," I think he's sick """
"""1881536235""","""Fri May 22 04:55:45 PDT 2009""","""NO_QUERY""","""Celticgirl1913""","""@Kat_La Cookies are good"," but mine always get stolen """
"""1978316054""","""Sat May 30 23:00:19 PDT 2009""","""NO_QUERY""","""PeroniGrlBrandi""","""@joeymcintyre Peroni girls r about to cry thinkin about ur last concert-when reunion is over.    NOOOOOOOOOOOOOOOOOOOO!""",""
"""1969173384""","""Fri May 29 23:13:54 PDT 2009""","""NO_QUERY""","""BigFatKaz""","""@wm86 not fair we gotta work... """,""
"""1982254826""","""Sun May 31 10:50:30 PDT 2009""","""NO_QUERY""","""morriscat""","""@seriousfox Poor Mr Fox  I hope there were no bunnies taunting you from outside your den! *nosetap*""",""
"""1978743384""","""Sun May 31 00:19:09 PDT 2009""","""NO_QUERY""","""ksuga""","""is home"," alone  and wide ass awake!!"""
"""1976581419""","""Sat May 30 18:30:06 PDT 2009""","""NO_QUERY""","""101ofawolf""","""Urgh"," my slightly sore throat is now *really* sore.  I do however promise to karaoke next time (however much I hate it)"""
"""1551802300""","""Sat Apr 18 10:00:40 PDT 2009""","""NO_QUERY""","""SirPsycho84""","""@Jnavolio7 ah thanks...i've been workin out hard for like 4 months and you go and call me fat... """,""
"""1564166749""","""Mon Apr 20 02:06:56 PDT 2009""","""NO_QUERY""","""ROSAJONAS""","""@BrandiHeyy brendi u are in rome with miley that's awsome....i'm italian...but i don't have the ticket i'm so sad """,""
"""1676557744""","""Fri May 01 22:24:43 PDT 2009""","""NO_QUERY""","""dannigyrl""","""This cig smoke is giving me a headache. Ugh """,""
"""1988937063""","""Sun May 31 23:49:36 PDT 2009""","""NO_QUERY""","""GailMcEwan""","""Getting ready for work """,""
"""1694048811""","""Mon May 04 00:51:23 PDT 2009""","""NO_QUERY""","""FLORIDAroyalty""","""@Mr_PaulEvans nooo babe i WAS watchin family guy until it went off at 2:30 """,""
"""1985247855""","""Sun May 31 16:43:49 PDT 2009""","""NO_QUERY""","""veronicacofrevb""","""I ALREADY MISS LC AND I DIDN'T EVEN SEE THE SEASON FINALE OF THE HILLS YET! """,""
"""1978843873""","""Sun May 31 00:39:55 PDT 2009""","""NO_QUERY""","""Libslife""","""Hey @twisource dam ill be at school  hope it goes well... dam being in auz  (Imprint LIVE! live &gt; http://ustre.am/14PY)""",""
"""1967353121""","""Fri May 29 19:25:31 PDT 2009""","""NO_QUERY""","""bitchkicker""","""four days left of freshman yearrrrr """,""
"""1971483949""","""Sat May 30 07:13:10 PDT 2009""","""NO_QUERY""","""Bayumurti""","""one of my site is labeled: 'This site may harm your computer'  by Google """,""
"""1823812428""","""Sat May 16 23:03:54 PDT 2009""","""NO_QUERY""","""EQuinley""","""sick of being too shy """,""
"""1557402031""","""Sun Apr 19 03:53:49 PDT 2009""","""NO_QUERY""","""Luggy7""","""@Kazzy1978 I didnt think I drank that much too. Need to stop drinking on an empty stomach """,""
"""1695135928""","""Mon May 04 05:18:32 PDT 2009""","""NO_QUERY""","""PrincessBlessed""","""Good mornin Twitter  On my way 2 far roc  ii hate the rain it makes me sad """,""
"""1564257948""","""Mon Apr 20 02:35:21 PDT 2009""","""NO_QUERY""","""Gilo2403""","""is back in school  A lot has happened to me since I last posted on twitter in school""",""
"""1989428648""","""Mon Jun 01 01:30:18 PDT 2009""","""NO_QUERY""","""ShadowLOD""","""@taki_serbia  good morning... Study for me today  pfff.. i wont have time not even for poophing""",""
"""1969296678""","""Fri May 29 23:35:48 PDT 2009""","""NO_QUERY""","""Redgie""","""Watching the last Tonight Show with Jay Leno. My late nights will never be the same """,""
"""1969348490""","""Fri May 29 23:45:22 PDT 2009""","""NO_QUERY""","""yanaaevans""","""I miss Adam Lambert """,""
"""1961148813""","""Fri May 29 09:03:34 PDT 2009""","""NO_QUERY""","""introspicere""","""ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica? """,""
"""1970133578""","""Sat May 30 02:35:29 PDT 2009""","""NO_QUERY""","""katepayton""","""Headache is still present   ::sadface:::""",""
"""1678839126""","""Sat May 02 07:51:38 PDT 2009""","""NO_QUERY""","""MichelleDom""","""ughhhhh! working in the AM on a saturday """,""
"""1833910263""","""Mon May 18 00:54:28 PDT 2009""","""NO_QUERY""","""Jameshereandnow""","""@lilandtedsmum head ok as I started sleeping it off from about 5pm! But in a bad mood &amp; wanna go home already.  x""",""
"""1956976312""","""Thu May 28 23:10:39 PDT 2009""","""NO_QUERY""","""amy__xx""","""@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?""",""
"""1967739384""","""Fri May 29 20:07:33 PDT 2009""","""NO_QUERY""","""alathib""","""@enliytenme where you goin?? Butt hurt I can't go """,""
"""1691043520""","""Sun May 03 16:57:59 PDT 2009""","""NO_QUERY""","""SmartBlondeYr""","""I just ran into the door """,""
"""1751213332""","""Sat May 09 18:55:46 PDT 2009""","""NO_QUERY""","""pepper_pot""","""still feeling poorly  Hope the penicillin kicks in before wed. Don't want to be feelin rough in Rhodes!!""",""
"""1966518971""","""Fri May 29 17:55:00 PDT 2009""","""NO_QUERY""","""evilflu""","""Waiting for Up to start... Show starts at 9:50... Poo """,""
"""1965994033""","""Fri May 29 16:55:35 PDT 2009""","""NO_QUERY""","""babyperraton""","""Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them """,""
"""1980679801""","""Sun May 31 07:23:48 PDT 2009""","""NO_QUERY""","""xxrawkstarx""","""omgg im bored butt sooo HYPER i didnt sleep all night OMGG !!! MTV AWARDS CANT WAIT !!! but i wish i could see it on tv but i cant """,""
"""1558755623""","""Sun Apr 19 09:18:43 PDT 2009""","""NO_QUERY""","""JRSterne""","""my ipod touch is screwed up? """,""
"""1752147053""","""Sat May 09 21:09:42 PDT 2009""","""NO_QUERY""","""skibbymeow""","""@Aellai13 i know  they shall go die in a hole together """,""
"""1556738155""","""Sun Apr 19 00:06:44 PDT 2009""","""NO_QUERY""","""prettyangela""","""feel so sad that none of my friend are in twitters """,""
"""1967005988""","""Fri May 29 18:48:05 PDT 2009""","""NO_QUERY""","""BeTtY_BoOp_""","""@Mrz_garland oh im so so so sorry thought u did im so so so so sorry """,""
"""1793413749""","""Thu May 14 02:36:08 PDT 2009""","""NO_QUERY""","""Jimmy_D123""","""didnt get to sleep till 4ish  not pleased.""",""
"""1557448005""","""Sun Apr 19 04:10:28 PDT 2009""","""NO_QUERY""","""aaronmillerillz""","""@L_Hutch a rubbish old man pub. and was fosters  x 23""",""
"""1793791458""","""Thu May 14 04:00:16 PDT 2009""","""NO_QUERY""","""pearlbones""","""i want to revise but i want to tidy also. what is wrong with me! """,""
"""1982233483""","""Sun May 31 10:47:52 PDT 2009""","""NO_QUERY""","""Sophie_G_xXx""","""Is sooooo sunburnt!  I can hardly walk! Hha""",""
"""1834663577""","""Mon May 18 03:46:51 PDT 2009""","""NO_QUERY""","""thepunkway""","""Im headed to bed... I feel so dejected... I know she said that we would be outta contact until friday"," but i miss my lady... """
"""1835559790""","""Mon May 18 06:15:55 PDT 2009""","""NO_QUERY""","""braided""","""I'm feeling kind of blue because I didn't receive my SAT question of the day today. """,""
"""1957305086""","""Fri May 29 00:06:16 PDT 2009""","""NO_QUERY""","""vintage_93""","""OMG sore shoulder """,""
"""1964876193""","""Fri May 29 14:57:18 PDT 2009""","""NO_QUERY""","""DJJammie""","""Do I really look like the gay guy with the dark hair and sleeve from #BGT dreambears? """,""
"""1966855555""","""Fri May 29 18:31:23 PDT 2009""","""NO_QUERY""","""staciodaviso""",""" ugh....great""",""
"""1974136534""","""Sat May 30 12:30:52 PDT 2009""","""NO_QUERY""","""allymitchell123""","""Taiwan in 10 days """,""
"""1836393175""","""Mon May 18 07:55:03 PDT 2009""","""NO_QUERY""","""SkuttyWan""","""Should probably try not to sleep so much and go to school these last few days. But so tired. """,""
"""1976444834""","""Sat May 30 17:20:45 PDT 2009""","""NO_QUERY""","""Pork_Chop13""","""@stringcheez my pointe shoe cracked in half and I fell on my knee """,""
"""1957199055""","""Thu May 28 23:48:01 PDT 2009""","""NO_QUERY""","""Nickygeezy""","""@NickTheIntern my love!!! We still havn't done lunch together like we said we would.. I miss you my friend """,""
"""1558783322""","""Sun Apr 19 09:23:22 PDT 2009""","""NO_QUERY""","""gavwhyte""","""Looking for a new mattress and found with a max weight per person more than my weight.  Better get to the Gym! No"," they weren't for kids"""
"""1564956080""","""Mon Apr 20 05:28:34 PDT 2009""","""NO_QUERY""","""PuffLove""","""waiting for micahela to follow me. man i hate these fake nails!! """,""
"""1973357711""","""Sat May 30 10:59:44 PDT 2009""","""NO_QUERY""","""whoppergirladv""","""Heading to the nursing home"," my G-ma not doing very well.  """
"""1958100367""","""Fri May 29 02:39:46 PDT 2009""","""NO_QUERY""","""PurrrpleOrchid""","""Still soo tired..not ready to get up for the day...work again """,""
"""1565602937""","""Mon Apr 20 07:08:32 PDT 2009""","""NO_QUERY""","""SweetTweets9""",""" in bed today. Sick.""",""
"""1979441056""","""Sun May 31 03:03:35 PDT 2009""","""NO_QUERY""","""demonsaway""","""@enzee17 i wish i knew their secret """,""
"""1677778823""","""Sat May 02 03:56:44 PDT 2009""","""NO_QUERY""","""saunj07""","""is Bord """,""
"""1966558958""","""Fri May 29 17:59:25 PDT 2009""","""NO_QUERY""","""ThatWhisperKiss""","""just had dinner"," cleaned my room and watched hanna montana. back to sewing. I guess im stuck home for tonight. """
"""1975962017""","""Sat May 30 16:16:56 PDT 2009""","""NO_QUERY""","""ladyjai87""","""Guess ill go chill wit my bm....hates the fact that I'm only having and 1 day weekend  wrk tmrw unfortunately""",""
"""1980763453""","""Sun May 31 07:36:43 PDT 2009""","""NO_QUERY""","""EricLeFevre""","""Just finished my morning ritual of oatmeal"," coffee and paper reading.  It makes me sad that news papers are going bankrupt """
"""1558976776""","""Sun Apr 19 09:55:30 PDT 2009""","""NO_QUERY""","""kyelani""","""@thebishopoftwit no! did u post that earlier?? it's beautiful! can see why you're missing it """,""
"""1974278559""","""Sat May 30 12:48:09 PDT 2009""","""NO_QUERY""","""5enfamilia""","""@ZachLetteer Nooooooo. You can't cancel LOTRO. """,""
"""1977766691""","""Sat May 30 21:39:52 PDT 2009""","""NO_QUERY""","""sl_winters""","""Kiel... scared shitless!  missing your arms around me right about now.. I love you!""",""
"""1967940147""","""Fri May 29 20:29:04 PDT 2009""","""NO_QUERY""","""Kateastrophe88""","""Time for work """,""
"""1558582058""","""Sun Apr 19 08:48:39 PDT 2009""","""NO_QUERY""","""smaiorano""","""Where did that great weather go?   """,""
"""1988833329""","""Sun May 31 23:30:32 PDT 2009""","""NO_QUERY""","""TheOliverrr""","""Good morning"," school back today  new timetable. Wish me luck ^^"""
"""1989116881""","""Mon Jun 01 00:24:02 PDT 2009""","""NO_QUERY""","""cgooley""","""the @gooddog ghosts hate me """,""
"""1956325999""","""Thu May 28 21:38:27 PDT 2009""","""NO_QUERY""","""ampersandrea""","""@brothafrmanotha Where?!?!  I can't find it!  Sad.""",""
"""1687182841""","""Sun May 03 08:00:17 PDT 2009""","""NO_QUERY""","""unaf2""","""i honestly dont tink the hills will be the same without lauren """,""
"""1971553340""","""Sat May 30 07:22:07 PDT 2009""","""NO_QUERY""","""kirstinmcpike""","""Someone wanna open a laura ashley card?  so I cn gt some incentives """,""
"""1693324602""","""Sun May 03 22:12:14 PDT 2009""","""NO_QUERY""","""soniakrsteski""","""4 years...how could i let 4 years just go...he wasnt an angel let me tell u..but i loved him and always stood by him..i miss him """,""
